Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
532785,Ruchira Papers Ltd,RUCHIRA,RUCHIRA PAPERS LTD.,Active,B ,10.00,INE803H01014,Paper & Paper Products,Equity,
532790,TANLA PLATFORMS LIMITED,TANLA,Tanla Platforms Ltd,Active,T ,1.00,INE483C01032,IT Software Products,Equity,
532794,Zee Media Corporation Limited,ZEEMEDIA,Zee Media Corporation Limited,Active,B ,1.00,INE966H01019,Broadcasting & Cable TV,Equity,
532795,Siti Networks Limited,SITINET,Siti Networks Ltd,Active,T ,1.00,INE965H01011,Broadcasting & Cable TV,Equity,
532796,Lumax Auto Technologies Ltd.,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Active,B ,2.00,INE872H01027,Auto Parts & Equipment,Equity,
532797,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,T ,10.00,INE718H01014,Auto Parts & Equipment,Equity,
532798,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5.00,INE870H01013,Advertising & Media,Equity,
532799,Hubtown Limited,HUBTOWN,HUBTOWN LTD.,Active,T ,10.00,INE703H01016,Realty,Equity,
532800,TV18 Broadcast Ltd.,TV18BRDCST,TV18 BROADCAST LTD.,Active,A ,2.00,INE886H01027,Broadcasting & Cable TV,Equity,
532801,Cambridge Technology Enterprises Ltd.,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,Active,B ,10.00,INE627H01017,IT Software Products,Equity,
532804,Technocraft Industries (India) Ltd.,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Active,B ,10.00,INE545H01011,Iron & Steel Products,Equity,
532805,Redington (India) ltd.,REDINGTON,REDINGTON (INDIA) LTD.,Active,A ,2.00,INE891D01026,Comm.Trading  & Distribution,Equity,
532806,AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,Active,XT,5.00,INE768E01024,Jute & Jute Products,Equity,
532807,Cineline India Limited,CINELINE,Cineline India Limited,Active,B ,5.00,INE704H01022,Specialty Retail,Equity,
532808,Pearl Global Industries Limited,PGIL,Pearl Global Industries Limited,Active,B ,10.00,INE940H01014,Other Apparels & Accessories,Equity,
532809,Firstsource Solutions Ltd.,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A ,10.00,INE684F01012,BPO/KPO,Equity,
532810,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION LTD.,Active,A ,10.00,INE134E01011,Finance (including NBFCs),Equity,
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,A ,2.00,INE758C01029,Realty,Equity,
532812,Transwarranty Finance Limited,TFL,TRANSWARRANTY FINANCE LTD.,Active,T ,10.00,INE804H01012,Finance (including NBFCs),Equity,
532813,C & C Constructions Ltd.,CANDC,C & C CONSTRUCTIONS LTD.,Active,Z ,10.00,INE874H01015,Construction & Engineering,Equity,
532814,Indian Bank,INDIANB,INDIAN BANK,Active,A ,10.00,INE562A01011,Banks,Equity,
532815,SMS Pharmaceuticals Ltd,SMSPHARMA,SMS PHARMACEUTICALS LTD.,Active,B ,1.00,INE812G01025,Pharmaceuticals,Equity,
532817,Oriental Trimex Limited,ORIENTALTL,ORIENTAL TRIMEX LTD.,Active,B ,10.00,INE998H01012,Construction Materials,Equity,
532819,MindTree  Limited,MINDTREE,MINDTREE LTD.,Active,A ,10.00,INE018I01017,IT Consulting & Software,Equity,
532820,E-Land Apparel Limited,ELAND,E-Land Apparel Limited,Active,XT,10.00,INE311H01018,Textiles,Equity,
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10.00,INE669E01016,Telecom Services,Equity,
532825,JAGJANANI TEXTILES LIMITED,JAGJANANI,JAGJANANI TEXTILES LTD.,Active,X ,10.00,INE702H01018,Textiles,Equity,
532826,Raj Television Network Ltd,RAJTV,RAJ TELEVISION NETWORK LTD.,Active,B ,5.00,INE952H01027,Broadcasting & Cable TV,Equity,
532827,Page Industries Ltd.,PAGEIND,PAGE INDUSTRIES LTD.,Active,A ,10.00,INE761H01022,Other Apparels & Accessories,Equity,
532828,AMD Industries Ltd,AMDIND,AMD INDUSTRIES LTD.,Active,B ,10.00,INE005I01014,Containers & Packaging,Equity,
532829,LEHAR FOOTWEARS LIMITED,LEHAR,Lehar Footwears Ltd,Active,XT,10.00,INE976H01018,Footwear,Equity,
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1.00,INE006I01046,Plastic Products,Equity,
532832,Indiabulls Real Estate Limited,IBREALEST,INDIABULLS REAL ESTATE LTD.,Active,A ,2.00,INE069I01010,Realty,Equity,
532834,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Active,A ,1.00,INE052I01032,Specialty Chemicals,Equity,
532835,ICRA Limited,ICRA,ICRA LTD.,Active,A ,10.00,INE725G01011,Other Financial Services,Equity,
532839,Dish TV India Limited,DISHTV,DISH TV INDIA LTD.,Active,A ,1.00,INE836F01026,Broadcasting & Cable TV,Equity,
532841,SAHYADRI INDUSTRIES LTD.,SAHYADRI,SAHYADRI INDUSTRIES LTD.,Active,X ,10.00,INE280H01015,Cement & Cement Products,Equity,
532842,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Active,B ,10.00,INE917H01012,Commodity Chemicals,Equity,
532843,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE LTD.,Active,A ,10.00,INE061F01013,Healthcare Facilities,Equity,
532845,TGB Banquets and Hotels Limited,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,Active,T ,10.00,INE797H01018,Hotels,Equity,
532847,HILTON METAL FORGING LIMITED,HILTON,HILTON METAL FORGING LTD.,Active,T ,10.00,INE788H01017,Other Industrial Products,Equity,
532848,Delta Corp Limited,DELTACORP,DELTA CORP LTD.,Active,A ,1.00,INE124G01033,Misc.Commercial Services,Equity,
532851,Insecticides India Ltd.,INSECTICID*,INSECTICIDES (INDIA) LTD.,Active,A ,10.00,INE070I01018,Agrochemicals,Equity,
532852,McDowell Holdings Limited,MCDHOLDING,MCDOWELL HOLDINGS LTD.,Active,T ,10.00,INE836H01014,Investment Companies,Equity,
532853,Asahi Songwon Colors Ltd.,ASAHISONG,ASAHI SONGWON COLORS LTD.,Active,B ,10.00,INE228I01012,Specialty Chemicals,Equity,
532854,NITIN FIRE PROTECTION INDUSTRIES LIMITED,NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LTD.,Active,Z ,2.00,INE489H01020,Industrial Machinery,Equity,
532855,Haryana Capfin Ltd.,HARYNACAP,HARYANA CAPFIN LTD.,Active,X ,10.00,INE928H01019,Investment Companies,Equity,
532856,Time Technoplast Limited,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,A ,1.00,INE508G01029,Plastic Products,Equity,
532859,Hinduja Global Solutions Limited,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Active,T ,10.00,INE170I01016,BPO/KPO,Equity,
532864,Nelcast Limited,NELCAST,NELCAST LTD.,Active,B ,2.00,INE189I01024,Other Industrial Products,Equity,
532867,V2 Retail Limited,V2RETAIL,V2 RETAIL LTD.,Active,B ,10.00,INE945H01013,Department Stores,Equity,
532868,DLF LIMITED,DLF,DLF LTD.,Active,A ,2.00,INE271C01023,Realty,Equity,
532869,Tarmat Limited,TARMAT,TARMAT LTD.,Active,B ,10.00,INE924H01018,Construction & Engineering,Equity,
532870,Ankit Metal  & Power Limited,ANKITMETAL,ANKIT METAL & POWER LTD.,Active,T ,10.00,INE106I01010,Iron & Steel/Interm.Products,Equity,
532872,Sun Pharma Advanced Research Company Ltd.,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A ,1.00,INE232I01014,Pharmaceuticals,Equity,
532873,Housing Development & Infrastructure  Ltd,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Active,Z ,10.00,INE191I01012,Realty,Equity,
532874,Suryachakra Power Corporation Ltd.,SURYACHAKRA,SURYACHAKRA POWER CORPORATION LTD.,Active,Z ,10.00,INE274I01016,Electric Utilities,Equity,
532875,Allied Digital Services Limited,ADSL,ALLIED DIGITAL SERVICES LTD.,Active,B ,5.00,INE102I01027,IT Consulting & Software,Equity,
532878,Alpa Laboratories Limited,ALPA,ALPA LABORATORIES LTD.,Active,T ,10.00,INE385I01010,Biotechnology,Equity,
532880,OMAXE LIMITED,OMAXE,OMAXE LTD.,Active,A ,10.00,INE800H01010,Realty,Equity,
532884,Refex Industries Limited,REFEX,Refex Industries Limited,Active,B ,10.00,INE056I01017,Industrial Gases,Equity,
532885,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10.00,INE483A01010,Banks,Equity,
532887,Neueon Towers Limited,NTL,Neueon Towers Ltd,Active,T ,10.00,INE333I01036,Heavy Electrical Equipment,Equity,
532888,ASIAN GRANITO INDIA LIMITED,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,A ,10.00,INE022I01019,Furniture-Furnishing-Paints,Equity,
532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A ,5.00,INE930H01023,Textiles,Equity,
532890,Take Solutions Ltd,TAKE,TAKE SOLUTIONS LTD.,Active,A ,1.00,INE142I01023,Pharmaceuticals,Equity,
532891,Puravankara Limited,PURVA,Puravankara Ltd,Active,B ,5.00,INE323I01011,Realty,Equity,
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A ,1.00,INE338I01027,Finance (including NBFCs),Equity,
532893,VTM Ltd,VTMLTD,VTM LTD.,Active,X ,1.00,INE222F01029,Textiles,Equity,
532894,Indowind Energy Ltd.,INDOWIND,INDOWIND ENERGY LTD.,Active,B ,10.00,INE227G01018,Electric Utilities,Equity,
532895,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Active,B ,5.00,INE245I01016,Investment Companies,Equity,
532896,MAGNUM VENTURES LIMITED,MAGNUM,MAGNUM VENTURES LTD.,Active,T ,10.00,INE387I01016,Paper & Paper Products,Equity,
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A ,10.00,INE752E01010,Electric Utilities,Equity,
532899,Kaveri Seed Company Ltd,KSCL,KAVERI SEED COMPANY LTD.,Active,A ,2.00,INE455I01029,Other Agricultural Products,Equity,
532900,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A ,10.00,INE420C01042,Finance (including NBFCs),Equity,
532902,Consolidated Construction Consortium Ltd,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,Active,T ,2.00,INE429I01024,Realty,Equity,
532906,MAAN ALUMINIUM LIMITED,MAANALU,MAAN ALUMINIUM LTD.,Active,B ,10.00,INE215I01019,Construction & Engineering,Equity,
532907,IL&FS Engineering and Construction Company Ltd,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,Z ,10.00,INE369I01014,Construction & Engineering,Equity,
532911,PARLE INDUSTRIES LIMITED,PARLEIND,Parle Industries Ltd,Active,X ,10.00,INE272G01014,Misc.Commercial Services,Equity,
532915,Religare Enterprises Ltd,RELIGARE,RELIGARE ENTERPRISES LTD.,Active,A ,10.00,INE621H01010,Other Financial Services,Equity,
532916,BARAK VALLEY CEMENTS LIMITED,BVCL,BARAK VALLEY CEMENTS LTD.,Active,T ,10.00,INE139I01011,Cement & Cement Products,Equity,
532918,RATHI BARS LIMITED,RATHIBAR,RATHI BARS LTD.,Active,X ,10.00,INE575I01016,Iron & Steel Products,Equity,
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A ,2.00,INE742F01042,Marine Port & Services,Equity,
532922,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1.00,INE532F01054,Other Financial Services,Equity,
532923,RENAISSANCE GLOBAL LIMITED,RGL,Renaissance Global Ltd,Active,B ,10.00,INE722H01016,Other Apparels & Accessories,Equity,
532924,Kolte-Patil Developers Ltd,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,A ,10.00,INE094I01018,Realty,Equity,
532925,Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Active,T ,10.00,INE234I01010,Construction & Engineering,Equity,
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1.00,INE668F01031,Household Products,Equity,
532927,eClerx Services Limited,ECLERX,ECLERX SERVICES LTD.,Active,T ,10.00,INE738I01010,BPO/KPO,Equity,
532928,Transformers and Rectifiers (India) Limited,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,Active,B ,1.00,INE763I01026,Heavy Electrical Equipment,Equity,
532929,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,A ,10.00,INE791I01019,Realty,Equity,
532930,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,B ,10.00,INE661I01014,Heavy Electrical Equipment,Equity,
532931,Burnpur Cement Limited,BURNPUR,BURNPUR CEMENT LTD.,Active,T ,10.00,INE817H01014,Cement & Cement Products,Equity,
532932,MANAKSIA LIMITED,MANAKSIA,MANAKSIA LTD.,Active,B ,2.00,INE015D01022,Iron & Steel Products,Equity,
532933,PORWAL AUTO COMPONENTS LIMITED,PORWAL,PORWAL AUTO COMPONENTS LTD.,Active,X ,10.00,INE386I01018,Auto Parts & Equipment,Equity,
532934,PPAP Automotive Limited,PPAP,PPAP Automotive Limited,Active,B ,10.00,INE095I01015,Auto Parts & Equipment,Equity,
532935,"Aries Agro Limited,",ARIES,ARIES AGRO LTD.,Active,B ,10.00,INE298I01015,Fertilizers,Equity,
532937,Kuantum Papers Limited,KUANTUM,KUANTUM PAPERS LTD.,Active,B ,1.00,INE529I01021,Paper & Paper Products,Equity,
532939,Reliance Power Limited,RPOWER,RELIANCE POWER LTD.,Active,T ,10.00,INE614G01033,Electric Utilities,Equity,
532940,J. Kumar Infraprojects Limited,JKIL,J.KUMAR INFRAPROJECTS LTD.,Active,A ,5.00,INE576I01022,Construction & Engineering,Equity,
532941,Cords Cable Industries Limited,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Active,B ,10.00,INE792I01017,Other Elect.Equip./ Prod.,Equity,
532942,KNR Constructions Limited,KNRCON,KNR CONSTRUCTIONS LTD.,Active,A ,2.00,INE634I01029,Construction & Engineering,Equity,
532944,OnMobile Global Ltd.,ONMOBILE,OnMobile Global Ltd.,Active,B ,10.00,INE809I01019,Other Telecom Services,Equity,
532945,Shriram EPC Limited,SHRIRAMEPC,SHRIRAM EPC LTD.,Active,B ,10.00,INE964H01014,Construction & Engineering,Equity,
532946,Bang Overseas Ltd,BANG,BANG OVERSEAS LTD.,Active,B ,10.00,INE863I01016,Other Apparels & Accessories,Equity,
532947,IRB Infrastructure Developers Limited,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Active,A ,10.00,INE821I01014,Roads & Highways,Equity,
532951,GSS Infotech Ltd,GSS,GSS INFOTECH LTD.,Active,B ,10.00,INE871H01011,IT Consulting & Software,Equity,
532952,Nahar Capital & Financial Services Ltd.,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Active,B ,5.00,INE049I01012,Investment Companies,Equity,
532953,V-Guard Industries Ltd.,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A ,1.00,INE951I01027,Other Elect.Equip./ Prod.,Equity,
532955,REC LIMITED,RECLTD,REC Ltd,Active,A ,10.00,INE020B01018,Finance (including NBFCs),Equity,
532957,GOKAK TEXTILES LTD.,GOKAKTEX,GOKAK TEXTILES LTD.,Active,XT,10.00,INE642I01014,Textiles,Equity,
532959,Gammon Infrastructure Projects Limited,GAMMNINFRA,GAMMON INFRASTRUCTURE PROJECTS LTD.,Active,B ,2.00,INE181G01025,Construction & Engineering,Equity,
532960,Dhani Services Limited,DHANI,Dhani Services Ltd,Active,B ,2.00,INE274G01010,Other Financial Services,Equity,
532966,Titagarh Wagons Ltd,TWL,TITAGARH WAGONS LTD.,Active,A ,2.00,INE615H01020,Commercial Vehicles,Equity,
532967,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,A ,10.00,INE415I01015,Specialty Chemicals,Equity,
532972,Sankhya Infotech Ltd.,SANKHYAIN,SANKHYA INFOTECH LTD.,Active,XT,10.00,INE877A01013,IT Software Products,Equity,
532974,Aditya Birla  Money Ltd,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1.00,INE865C01022,Other Financial Services,Equity,
532975,AISHWARYA TECHNOLOGIES AND TELECOM LIMITED,AISHWARYA,Aishwarya Technologies And Telecom Ltd,Active,Z ,5.00,INE778I01024,Telecom Equipment,Equity,
532976,Jai Balaji Industries Limited,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Active,B ,10.00,INE091G01018,Iron & Steel/Interm.Products,Equity,
532977,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10.00,INE917I01010,2/3 Wheelers,Equity,
532978,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A ,5.00,INE918I01018,Holding Companies,Equity,
532980,Gokul Refoils and Solvent Limited,GOKUL,GOKUL REFOILS & SOLVENT LTD.,Active,B ,2.00,INE020J01029,Edible Oils,Equity,
532983,RPG Life Sciences Limited,RPGLIFE,RPG LIFE SCIENCES LTD.,Active,B ,8.00,INE105J01010,Pharmaceuticals,Equity,
532985,Kotak Mahindra Mutual Fund,KTKSENSEX,KOTAK SENSEX ETF,Active,B ,10.00,INF373I01031,Other Financial Services,Equity,
532986,Niraj Cement Structurals Limited,NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,Active,B ,10.00,INE368I01016,Construction & Engineering,Equity,
532987,Rane Brake Lining Limited,RBL,RANE BRAKE LINING LTD.,Active,B ,10.00,INE244J01017,Auto Parts & Equipment,Equity,
532988,Rane Engine Valve Limited,RANEENGINE,RANE ENGINE VALVE LTD.,Active,B ,10.00,INE222J01013,Auto Parts & Equipment,Equity,
532989,Bafna Pharmaceuticals Limited,BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,Active,B ,10.00,INE878I01022,Pharmaceuticals,Equity,
532992,CHL Limited,CHLLTD,CHL LTD.,Active,XT,2.00,INE790D01020,Hotels,Equity,
532994,Archidply Industries Limited,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,Active,T ,10.00,INE877I01016,Forest Products,Equity,
532998,Lotus Eye Hospital And Institute Limited,LEHIL,Lotus Eye Hospital And Institute Ltd,Active,T ,10.00,INE947I01017,Healthcare Facilities,Equity,
533001,SOMI CONVEYOR BELTINGS LIMITED,SOMICONV,SOMI CONVEYOR BELTINGS LTD.,Active,B ,10.00,INE323J01019,Industrial Machinery,Equity,
533007,LGB Forge Limited,LGBFORGE,LGB FORGE LTD.,Active,T ,1.00,INE201J01017,Other Industrial Products,Equity,
533012,Landmark Property Development Company Ltd.,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Active,T ,1.00,INE197J01017,Realty,Equity,
533014,Sicagen India Limited,SICAGEN,SICAGEN INDIA LTD.,Active,T ,10.00,INE176J01011,Comm.Trading  & Distribution,Equity,
533018,SIMPLEX MILLS COMPANY LIMITED,SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,Active,X ,10.00,INE457H01019,Textiles,Equity,
533019,SIMPLEX PAPERS LTD.,SIMPLXPAP,SIMPLEX PAPERS LTD.,Active,X ,10.00,INE456H01011,Paper & Paper Products,Equity,
533022,20 Microns Limited,20MICRONS,20 MICRONS LTD.,Active,B ,5.00,INE144J01027,Mining,Equity,
533023,WABCO India Ltd,WABCOINDIA,WABCO INDIA LTD.,Active,A ,5.00,INE342J01019,Auto Parts & Equipment,Equity,
533029,Alkali Metals Limited,ALKALI,ALKALI METALS LTD.,Active,B ,10.00,INE773I01017,Specialty Chemicals,Equity,
533033,ISGEC Heavy Engineering Limited,ISGEC,ISGEC Heavy Engineering Ltd,Active,A ,1.00,INE858B01029,Industrial Machinery,Equity,
533047,Indian Metals & Ferro Alloys Limited,IMFA,INDIAN METALS & FERRO ALLOYS LTD.,Active,B ,10.00,INE919H01018,Iron & Steel/Interm.Products,Equity,
533056,VEDAVAAG Systems Limited,VEDAVAAG,VEDAVAAG SYSTEMS LTD.,Active,X ,10.00,INE359B01010,Internet Software & Services,Equity,
533078,Manjeera Constructions Limited,MANJEERA,MANJEERA CONSTRUCTIONS LTD.,Active,X ,10.00,INE320D01018,Realty,Equity,
533080,Mold-Tek Packaging Limited,MOLDTKPAC,Mold-Tek Packaging Limited,Active,A ,5.00,INE893J01029,Containers & Packaging,Equity,
533088,Mahindra Holidays & Resorts India Limited,MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Active,A ,10.00,INE998I01010,Hotels,Equity,
533090,Excel Realty N Infra Limited,EXCEL,Excel Realty N Infra Ltd,Active,T ,10.00,INE688J01015,BPO/KPO,Equity,
533093,RAJ OIL MILLS LIMITED,RAJOIL,RAJ OIL MILLS LTD.,Active,B ,10.00,INE294G01026,Edible Oils,Equity,
533095,Bengal & Assam Company Limited,BENGALASM,BENGAL & ASSAM COMPANY LTD.,Active,B ,10.00,INE083K01017,Finance (including NBFCs),Equity,
533096,Adani Power Limited,ADANIPOWER,ADANI POWER LTD.,Active,T ,10.00,INE814H01011,Electric Utilities,Equity,
533098,NHPC Limited,NHPC,NHPC LTD.,Active,A ,10.00,INE848E01016,Electric Utilities,Equity,
533101,Suryaamba Spinning Mills Limited,SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,Active,X ,10.00,INE360J01011,Textiles,Equity,
533104,Globus Spirits Limited,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,T ,10.00,INE615I01010,Breweries & Distilleries,Equity,
533106,Oil India Limited,OIL,OIL INDIA LTD.,Active,A ,10.00,INE274J01014,Exploration & Production,Equity,
533107,Reliance Naval and Engineering Limited,RNAVAL,Reliance Naval and Engineering Ltd,Active,Z ,10.00,INE542F01012,Defence,Equity,
533108,Bhilwara Technical Textiles Limited,BTTL,BHILWARA TECHNICAL TEXTILES LTD.,Active,X ,1.00,INE274K01012,Textiles,Equity,
533110,Shree Precoated Steels Limited,SPSL,SHREE PRECOATED STEELS LTD.,Active,X ,10.00,INE318K01025,Iron & Steel Products,Equity,
533121,EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,Expleo Solutions Ltd,Active,B ,10.00,INE201K01015,IT Consulting & Software,Equity,
533122,RattanIndia Power Limited,RTNPOWER,RattanIndia Power Limited,Active,T ,10.00,INE399K01017,Electric Utilities,Equity,
533137,DEN Networks Limited,DEN,Den Networks Ltd,Active,A ,10.00,INE947J01015,Broadcasting & Cable TV,Equity,
533138,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,A ,10.00,INE563J01010,Agrochemicals,Equity,
533144,Cox & Kings Limited,COX&KINGS,Cox & Kings Limited,Active,Z ,5.00,INE008I01026,Travel Support Services,Equity,
533146,D-Link (India) Ltd,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.00,INE250K01012,IT Networking Equipment,Equity,
533148,JSW Energy Limited,JSWENERGY,JSW Energy Ltd,Active,A ,10.00,INE121E01018,Electric Utilities,Equity,
533150,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A ,5.00,INE484J01027,Realty,Equity,
533151,D.B.Corp Limited,DBCORP,D B Corp Ltd,Active,A ,10.00,INE950I01011,Publishing,Equity,
533152,MBL INFRASTRUCTURES LIMITED,MBLINFRA,MBL Infrastructures Ltd,Active,B ,10.00,INE912H01013,Construction & Engineering,Equity,
533155,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,10.00,INE797F01012,Restaurants,Equity,
533156,Vascon Engineers Limited,VASCONEQ,Vascon Engineers Ltd,Active,B ,10.00,INE893I01013,Realty,Equity,
533158,Thangamayil Jewellery Limited,THANGAMAYL,Thangamayil Jewellery Ltd,Active,B ,10.00,INE085J01014,Other Apparels & Accessories,Equity,
533160,D B REALTY LIMITED,DBREALTY,D B Realty Ltd,Active,B ,10.00,INE879I01012,Realty,Equity,
533161,Emmbi Industries Limited,EMMBI,Emmbi Industries Ltd,Active,B ,10.00,INE753K01015,Containers & Packaging,Equity,
533162,Hathway Cable & Datacom Limited,HATHWAY,Hathway Cable & Datacom Ltd,Active,A ,2.00,INE982F01036,Broadcasting & Cable TV,Equity,
533163,ARSS Infrastructure Projects Limited,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,T ,10.00,INE267I01010,Construction & Engineering,Equity,
533164,Texmo Pipes and Products Limited,TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.,Active,B ,10.00,INE141K01013,Plastic Products,Equity,
533166,Sundaram Multi Pap Ltd.,SUNDARAM,SUNDARAM MULTI PAP LTD.,Active,T ,1.00,INE108E01023,Comm.Printing/Stationery,Equity,
533167,Coromandel Engineering Company Limited,COROENGG,COROMANDEL ENGINEERING COMPANY LTD.,Active,XT,10.00,INE312J01012,Construction & Engineering,Equity,
533168,Rossell India Limited,ROSSELLIND,ROSSELL INDIA LTD.,Active,B ,2.00,INE847C01020,Tea & Coffee,Equity,
